"","race.id","horse.ref","age","sireSR","trainerSR","daysLTO","position1","position2","position3","finpos","win","sp","entire","gelding","blinkers","visor","cheekpieces","tonguetie"
"3374",421,4,3,10.3,8.2,8,"0","0","0",5,"no",8,0,1,0,0,0,0
"3375",421,5,3,5.5,10.3,14,"3","1","0",4,"no",3,0,1,0,0,0,0
"3376",421,6,3,11.8,15.7,131,"0","0","0",1,"yes",5,0,1,0,0,0,0
"3377",421,7,3,10.8,8.2,59,"0","0","0",7,"no",12,0,0,0,0,0,0
"3378",421,8,3,8.3,10.7,31,"3","0","0",6,"no",9,0,1,0,0,0,0
"3384",424,1,7,10.3,8.7,61,"4","2","4",8,"no",6,0,1,0,0,1,0
"3385",424,2,7,9.6,10.7,113,"0","0","3",4,"no",10,0,1,0,0,0,0
"3386",424,3,7,8.8,12.7,48,"1","1","0",1,"yes",1.25,0,1,0,0,0,0
"3387",424,4,4,10.8,9.2,160,"0","2","0",5,"no",7,0,1,0,0,0,0
"3388",424,5,5,10,10.2,66,"0","2","0",6,"no",14,0,1,0,0,0,0
"3389",424,6,5,8.3,9.5,26,"1","3","3",2,"no",10,0,1,0,0,0,1
"3390",424,7,4,8.6,8.2,6,"2","3","4",3,"no",4,0,1,0,0,0,0
"3397",426,1,4,5.3,6.9,7,"1","4","3",2,"no",3.5,0,0,0,0,0,0
"3398",426,2,4,4.6,5.9,7,"0","2","3",7,"no",9,0,1,0,0,1,0
"3399",426,3,4,8.8,4.7,11,"0","0","0",3,"no",7.5,1,0,0,0,0,0
"3400",426,4,8,10.6,7.5,7,"0","1","2",5,"no",7,0,1,0,0,0,0
"3401",426,5,6,4,7.3,7,"2","0","0",1,"yes",3.33,0,1,0,0,0,0
"3402",426,6,4,10,7.6,10,"4","0","0",12,"no",14,1,0,0,1,0,0
"3403",426,7,8,0,7.2,7,"0","3","0",6,"no",8,0,1,1,0,0,0
"3404",426,8,9,2,5.9,21,"0","0","0",8,"no",14,0,1,0,0,0,0
"3405",426,9,13,7.1,3.2,43,"4","0","4",4,"no",25,0,1,0,0,0,0
"3406",426,10,4,6.4,8.8,29,"0","0","0",10,"no",50,0,0,0,0,0,0
"3407",426,11,4,6.7,5.9,15,"0","0","0",9,"no",50,0,1,0,0,0,0
"3408",426,12,8,5.5,7.7,18,"0","0","0",11,"no",20,0,1,0,0,0,0
"3409",427,1,4,10.6,10.4,9,"1","0","0",1,"yes",0.66,1,0,0,0,0,0
"3410",427,2,11,0,18.8,24,"0","0","0",5,"no",40,0,1,0,0,0,0
"3411",427,3,4,8.9,5.4,17,"0","0","0",11,"no",100,0,1,1,0,0,0
"3412",427,4,8,5,6.7,15,"0","0","2",2,"no",40,0,1,0,0,0,0
"3413",427,5,4,10.8,9.2,14,"3","1","1",4,"no",5.5,0,1,0,0,1,0
"3414",427,6,4,12,8.3,20,"2","0","0",9,"no",12,0,0,1,0,0,0
"3415",427,7,6,13.9,0,304,"0","0","0",7,"no",20,0,1,0,0,0,0
"3416",427,8,5,10.3,8.9,29,"0","4","1",6,"no",5.5,0,1,0,0,1,0
"3417",427,9,4,8.6,7.9,39,"4","0","1",3,"no",14,0,1,0,0,0,0
"3418",427,10,6,13.2,13.9,52,"0","0","1",10,"no",16,0,1,0,0,0,0
"3419",428,1,4,10.8,6.6,5,"0","3","3",6,"no",3,0,1,0,0,0,0
"3420",428,2,4,13.9,9.2,13,"1","0","4",1,"yes",5,1,0,1,0,0,0
"3421",428,3,7,7.4,9.2,13,"4","0","2",8,"no",7,0,1,0,0,0,1
"3422",428,4,6,11.9,13.7,17,"4","2","1",3,"no",2.75,0,1,0,0,1,0
"3423",428,5,9,17.8,12.2,7,"2","1","1",5,"no",5,0,1,0,0,0,1
"3424",428,6,6,8.6,7.9,7,"0","1","2",4,"no",14,0,1,0,1,0,0
"3425",428,7,7,13.2,6.7,132,"0","0","0",7,"no",25,1,0,0,0,0,0
"3426",428,8,6,10,12.5,20,"1","1","1",2,"no",8,0,1,0,0,0,0
"3427",429,1,5,10.7,6.7,15,"1","3","1",3,"no",6,0,1,0,0,0,0
"3428",429,2,5,8,6.6,107,"0","0","0",6,"no",11,1,0,0,0,0,0
"3429",429,3,4,10,13.5,142,"2","0","3",8,"no",6,0,1,0,0,0,0
"3430",429,4,7,13.9,12.2,15,"2","4","1",4,"no",4.5,0,1,0,0,0,1
"3431",429,5,7,8.3,18.6,9,"3","0","1",7,"no",10,0,1,1,0,0,0
"3432",429,6,5,10.1,6.6,15,"0","4","1",2,"no",9,0,0,0,0,0,0
"3433",429,7,4,10.3,8.9,8,"1","0","0",1,"yes",2.75,0,1,0,0,0,0
"3434",429,8,6,13.2,8.8,52,"0","0","0",5,"no",20,0,1,0,0,0,0
"3435",429,9,6,10,8.2,10,"3","1","3",9,"no",6.5,0,1,0,1,0,0
"3436",430,1,3,12.9,15.8,20,"1","0","1",3,"no",2,0,0,0,0,0,0
"3437",430,2,3,9.1,8.2,21,"2","2","3",2,"no",7.5,0,0,0,0,0,0
"3438",430,3,3,10,10.7,29,"2","2","1",1,"yes",1.87,0,1,0,0,0,0
"3439",430,4,3,10.8,9.3,17,"1","2","0",5,"no",4.5,0,0,0,0,0,0
"3440",430,5,3,8.6,8.9,19,"4","2","0",4,"no",8,1,0,0,0,0,0
"3441",431,1,6,8.2,11.2,154,"0","0","0",11,"no",40,1,0,0,0,0,0
"3442",431,2,6,13.2,18.3,14,"1","3","1",13,"no",20,0,1,0,1,0,0
"3443",431,3,10,11,14.3,28,"2","0","2",2,"no",11,0,1,0,0,0,0
"3444",431,4,4,13.4,9.3,14,"0","4","1",4,"no",6.5,1,0,1,0,0,0
"3445",431,5,6,9.1,10.6,27,"0","3","3",9,"no",20,0,1,0,0,0,0
"3446",431,6,7,10,10.7,34,"3","0","1",10,"no",16,0,1,0,0,0,0
"3447",431,7,4,10.3,8.9,18,"1","1","0",5,"no",6,0,1,0,0,0,0
"3448",431,8,4,11.8,15.8,18,"0","1","0",8,"no",22,1,0,0,0,0,0
"3449",431,9,8,17.8,11.5,6,"2","1","4",1,"yes",2.25,0,1,0,0,0,0
"3450",431,10,5,7.4,10.7,141,"2","4","0",7,"no",25,0,1,0,0,0,0
"3451",431,11,7,12.9,14.1,119,"0","1","4",12,"no",9,1,0,0,0,0,0
"3452",431,12,4,10.6,13.8,141,"0","0","0",3,"no",5.5,1,0,0,0,0,0
"3453",431,13,4,13.9,12.2,191,"0","4","0",6,"no",18,0,1,0,0,0,0
"3454",432,1,7,10.7,12.8,14,"1","1","1",7,"no",3.5,0,1,0,0,0,0
"3455",432,2,7,13.2,9.3,175,"0","1","0",8,"no",20,0,1,0,0,0,0
"3456",432,3,5,13.9,12.2,14,"2","2","2",3,"no",4,1,0,0,0,0,0
"3457",432,4,6,13.7,10.1,14,"3","0","0",2,"no",6,0,1,0,0,0,0
"3458",432,5,5,11.8,8.9,28,"3","4","1",6,"no",4,0,1,0,0,1,0
"3459",432,6,5,5.4,6.6,21,"0","3","1",5,"no",28,0,1,0,0,0,1
"3460",432,7,4,12.9,15.7,123,"0","0","0",1,"yes",3.5,1,0,0,0,0,0
"3461",432,8,5,8.6,21,18,"0","1","4",4,"no",10,0,0,0,0,0,0
"3478",435,1,8,5.6,9.2,15,"0","2","1",2,"no",6.5,0,1,1,0,0,1
"3479",435,2,6,8.6,9.1,7,"3","2","3",1,"yes",1.5,0,1,1,0,0,0
"3480",435,3,7,6.7,8.4,18,"1","0","4",5,"no",3,0,1,1,0,0,0
"3481",435,4,6,5.1,7.4,12,"1","0","4",4,"no",8,0,0,0,0,0,0
"3482",435,5,9,10.3,4.8,13,"0","1","0",3,"no",4.5,0,1,0,0,0,0
"3483",436,1,3,10,13.4,31,"1","0","0",5,"no",1.37,1,0,0,0,0,0
"3484",436,2,3,17.8,12.5,27,"2","2","2",1,"yes",4,0,0,0,0,0,0
"3485",436,3,3,8.7,0,155,"0","1","0",4,"no",16,0,1,0,0,0,0
"3486",436,4,3,7.5,10.2,22,"3","4","0",3,"no",8,1,0,1,0,0,0
"3487",436,5,3,7.4,8.7,143,"0","0","4",7,"no",25,0,1,0,0,0,0
"3488",436,6,3,10.4,12.3,13,"0","2","0",6,"no",3,1,0,0,0,0,0
"3489",436,7,3,5.1,7.5,37,"2","4","0",2,"no",20,0,0,0,0,0,0
"3490",437,1,5,9.3,11.3,25,"0","1","1",7,"no",12,0,1,0,0,0,0
"3491",437,2,6,10.7,10.8,16,"2","0","3",3,"no",9,0,1,0,0,0,0
"3492",437,3,4,13.9,20.6,13,"0","0","4",10,"no",12,0,1,0,0,0,0
"3493",437,4,5,9.6,12.5,35,"0","4","0",9,"no",5,0,1,0,0,0,0
"3494",437,5,5,12.8,20.1,12,"0","1","1",1,"yes",6,0,1,0,0,0,0
"3495",437,6,4,8,12.5,10,"2","0","4",4,"no",7,1,0,1,0,0,0
"3496",437,7,6,9.9,11.5,33,"0","3","3",2,"no",4,0,1,0,0,0,0
"3497",437,8,4,8.5,6.8,20,"1","0","0",11,"no",10,0,1,0,0,0,0
"3498",437,9,5,10.1,0,25,"0","0","0",12,"no",14,0,1,0,0,0,0
"3499",437,10,6,5.4,9.6,35,"0","0","4",6,"no",25,0,1,0,0,0,0
"3500",437,11,5,9.5,8.7,40,"3","1","3",8,"no",14,0,0,0,0,0,0
"3501",437,12,4,8,10.4,16,"0","0","4",13,"no",33,1,0,0,0,0,0
"3502",437,13,4,10.3,7.7,9,"0","1","0",5,"no",20,0,1,1,0,0,0
"3503",438,1,5,10.3,5,317,"0","0","0",3,"no",14,0,1,0,0,0,0
"3504",438,2,4,6.5,7.6,18,"0","0","0",5,"no",16,0,0,0,0,0,0
"3505",438,3,4,9.3,9,31,"0","0","0",4,"no",4,0,0,0,0,0,0
"3506",438,4,4,8,6.5,20,"3","4","2",6,"no",10,0,1,0,0,0,0
"3507",438,5,7,13.9,7.2,9,"2","2","0",8,"no",4.5,0,1,0,0,0,0
"3508",438,6,4,10.1,6.4,317,"0","3","2",11,"no",28,0,1,0,0,0,0
"3509",438,7,7,8.5,7.8,14,"0","2","0",2,"no",6,0,1,0,0,0,0
"3510",438,8,4,9.5,5.5,31,"0","3","1",1,"yes",6.5,0,1,0,0,1,0
"3511",438,9,4,8.7,7.1,145,"0","0","2",9,"no",16,0,1,0,0,0,1
"3512",438,10,5,10.7,9.1,25,"3","3","0",7,"no",4,0,1,0,0,0,0
"3513",438,11,4,7.6,7.3,21,"0","0","0",10,"no",33,0,0,0,0,0,0
"3522",440,1,5,6.5,12.5,26,"4","0","0",12,"no",7,0,1,1,0,0,0
"3523",440,2,6,7.7,5.5,12,"2","0","2",6,"no",5.5,0,1,1,0,0,0
"3524",440,3,4,10.3,11.4,42,"3","0","0",9,"no",5,0,1,0,1,0,0
"3525",440,4,4,7.6,0,161,"0","0","0",7,"no",16,0,1,0,0,0,0
"3526",440,5,5,8.7,7.8,15,"1","0","2",8,"no",5.5,0,1,0,0,0,0
"3527",440,6,4,5.4,10.8,15,"2","0","0",13,"no",14,0,0,1,0,0,0
"3528",440,7,6,9.5,7.3,73,"0","0","4",3,"no",25,0,0,0,0,0,0
"3529",440,8,6,6.1,7,9,"3","0","4",5,"no",7,0,0,0,0,0,0
"3530",440,9,4,2,7.6,31,"0","4","0",11,"no",16,0,1,0,0,0,0
"3531",440,10,8,33.3,5.5,30,"4","4","0",10,"no",8,0,1,0,1,0,0
"3532",440,11,4,9.1,3.3,15,"0","4","0",1,"yes",8,0,1,0,0,0,0
"3533",440,12,4,0,2.6,20,"0","0","0",4,"no",50,0,1,0,0,0,0
"3534",440,13,5,4.5,9.3,14,"4","0","1",2,"no",7.5,0,1,0,0,0,0
"3546",442,1,4,13.2,7.6,9,"2","0","4",1,"yes",4.5,0,1,0,0,0,0
"3547",442,2,8,6.6,8.8,19,"2","3","3",5,"no",7,0,1,0,1,0,0
"3548",442,3,4,12.8,20.1,14,"2","1","2",2,"no",2.75,0,1,0,0,0,0
"3549",442,4,5,17.9,9.2,12,"4","1","1",6,"no",4,0,1,0,0,1,0
"3550",442,5,5,9.1,6.7,20,"2","3","3",3,"no",3.5,0,1,0,0,0,0
"3551",442,6,6,6,9.2,43,"1","0","3",4,"no",8,0,0,0,0,0,0
"3552",443,1,7,8.9,8.4,22,"0","4","0",10,"no",18,0,1,1,0,0,0
"3553",443,2,5,17.9,11.6,27,"0","2","0",2,"no",2.75,0,1,0,0,0,0
"3554",443,3,4,5.5,10.3,150,"0","0","4",4,"no",33,0,1,0,0,0,0
"3555",443,4,7,8.9,6.8,13,"3","3","1",6,"no",2.75,0,1,0,0,0,0
"3556",443,5,6,8.7,7.8,19,"4","0","1",8,"no",16,0,1,1,0,0,0
"3557",443,6,4,10.3,5.9,19,"2","0","1",7,"no",5,0,1,0,0,1,0
"3558",443,7,4,6.7,8.5,27,"1","1","1",1,"yes",12,0,1,1,0,0,0
"3559",443,8,4,8.8,6.4,20,"4","0","0",5,"no",11,0,1,0,0,0,1
"3560",443,9,5,2,7.4,13,"3","4","2",9,"no",20,0,1,0,0,0,0
"3561",443,10,5,10.7,10.1,10,"0","0","4",3,"no",6,0,1,0,0,0,0
"3562",444,1,9,13.2,5.9,20,"1","0","3",3,"no",3.5,0,1,0,1,0,0
"3563",444,2,5,10.2,6.9,13,"4","0","0",2,"no",4,0,1,0,0,0,0
"3564",444,3,5,17.9,8.5,13,"2","0","1",1,"yes",1.75,0,1,0,0,0,0
"3565",444,4,5,7.3,8.7,8,"0","2","0",6,"no",10,0,1,0,0,0,0
"3566",444,5,7,9.2,7,19,"0","4","0",4,"no",5.5,0,0,0,0,0,0
"3567",444,6,6,11.8,5.1,551,"0","0","0",7,"no",20,0,1,0,0,0,0
"3568",444,7,4,8.9,9.2,7,"0","0","0",5,"no",16,0,1,0,0,0,0
"3569",445,1,4,10.2,10.2,14,"1","4","0",6,"no",5,0,1,0,0,0,0
"3570",445,2,7,13.2,6.8,85,"0","0","0",13,"no",28,0,1,0,0,1,1
"3571",445,3,4,5.6,9.1,36,"0","0","4",9,"no",40,0,1,0,0,0,0
"3572",445,4,5,7.3,8.7,202,"0","0","0",8,"no",8,0,1,0,0,0,0
"3573",445,5,6,9.1,5.8,20,"3","1","0",5,"no",2.75,0,1,0,0,0,0
"3574",445,6,7,8.9,6.3,19,"3","0","0",4,"no",14,0,1,0,0,0,0
"3575",445,7,4,7.4,5.7,14,"0","0","3",11,"no",25,0,1,0,0,0,0
"3576",445,8,4,9.1,4.5,14,"2","3","0",10,"no",9,0,1,0,0,0,0
"3577",445,9,7,10.2,5.5,140,"0","0","4",1,"yes",9,0,1,0,0,0,0
"3578",445,10,5,5,6.9,22,"0","0","0",12,"no",33,0,0,0,0,0,0
"3579",445,11,6,8.8,3.8,99,"0","3","0",2,"no",50,0,0,0,0,0,1
"3580",445,12,7,6,9.2,15,"4","0","0",7,"no",12,0,1,1,0,0,0
"3581",445,13,4,11.8,4.1,8,"3","0","0",3,"no",4.5,0,1,1,0,0,0
"3582",446,1,4,13.9,12.2,115,"1","1","0",1,"yes",3.33,0,1,0,0,0,0
"3583",446,2,9,2.6,2.9,23,"0","0","1",4,"no",9,0,1,1,0,0,0
"3584",446,3,12,13.2,5.5,13,"0","1","4",5,"no",6,0,1,0,0,0,0
"3585",446,4,5,7.3,8.7,65,"1","2","0",3,"no",1.5,0,1,0,0,0,0
"3586",446,5,7,3.3,10.8,157,"0","0","0",2,"no",16,0,1,0,1,0,0
"3587",446,6,7,8.7,8.6,27,"3","2","0",6,"no",4.5,0,1,0,0,1,0
"3592",448,1,7,13.2,7.7,13,"0","2","0",6,"no",5.5,0,1,1,0,0,0
"3593",448,2,4,7.9,6.9,14,"0","0","1",9,"no",50,0,0,0,0,0,0
"3594",448,3,4,1.1,20,150,"0","4","0",11,"no",50,0,1,0,0,0,0
"3595",448,4,5,7,7.8,79,"3","4","0",1,"yes",1.62,0,1,0,0,0,0
"3596",448,5,4,13.9,12.2,28,"2","1","1",3,"no",2.75,0,1,0,0,1,0
"3597",448,6,5,5.5,0,100,"0","0","0",10,"no",33,0,1,1,0,0,0
"3598",448,7,5,12.9,13.9,26,"3","1","0",2,"no",4.5,0,1,0,0,0,0
"3599",448,8,7,7.5,20,19,"0","0","0",14,"no",50,0,1,1,0,0,0
"3600",448,9,5,7,7.5,21,"0","3","0",7,"no",22,0,1,0,0,0,0
"3601",448,10,5,7.3,5.2,259,"0","0","3",13,"no",80,0,1,0,0,0,0
"3602",448,11,5,6.1,5.3,8,"0","0","0",8,"no",33,0,1,0,0,0,0
"3603",448,12,11,7.9,6.8,23,"1","0","2",12,"no",33,0,1,0,0,0,0
"3604",448,13,7,5.1,8.7,23,"0","2","0",5,"no",33,0,1,0,0,0,0
"3605",449,1,4,10.8,5.5,35,"0","1","4",9,"no",6,0,0,0,0,0,0
"3606",449,2,4,10.3,0,29,"3","0","0",11,"no",7,0,1,0,0,0,0
"3607",449,3,9,10.1,7.8,49,"0","0","0",10,"no",16,0,1,0,0,1,0
"3608",449,4,7,10.8,3.8,29,"1","0","0",2,"no",4.5,1,0,0,0,0,0
"3609",449,5,7,6.7,8.2,26,"4","0","0",8,"no",12,0,1,0,0,0,0
"3610",449,6,4,10.3,7.2,80,"0","1","2",12,"no",8,1,0,0,0,0,0
"3611",449,7,4,9.1,10.2,23,"0","0","4",1,"yes",5,1,0,0,0,0,0
"3612",449,8,4,10.7,9.2,42,"4","0","0",5,"no",7,0,0,0,1,0,0
"3613",449,9,6,9.5,8.3,26,"4","0","0",3,"no",4,0,1,0,0,0,0
"3614",449,10,6,4.9,8.7,21,"2","0","0",7,"no",16,0,1,0,0,1,0
"3615",449,11,5,10.1,4.7,15,"0","0","0",6,"no",16,0,0,1,0,0,0
"3616",449,12,4,11.8,6.5,9,"0","0","0",13,"no",50,0,0,0,1,0,0
"3617",450,1,3,8.7,10.9,88,"1","4","2",2,"no",1.5,0,0,0,0,0,0
"3618",450,2,3,4.9,4.7,14,"2","2","0",1,"yes",3.5,0,1,0,0,0,0
"3619",450,3,3,9.6,20.6,14,"0","4","0",3,"no",4,0,0,0,0,0,0
"3620",450,4,3,9.5,10.7,36,"4","0","0",4,"no",2.5,0,1,0,0,0,0
"3621",451,1,8,10.3,5.8,21,"3","0","3",3,"no",12,0,1,0,0,0,0
"3622",451,2,6,10.3,13,146,"0","0","4",6,"no",16,0,1,0,0,0,1
"3623",451,3,6,10.7,8.2,20,"2","2","3",NA,NA,6,0,1,1,0,0,0
"3624",451,4,6,13.7,12.5,26,"1","1","0",1,"yes",2.5,0,1,0,0,0,0
"3625",451,5,5,9.3,4,85,"4","3","2",9,"no",16,0,1,0,0,0,0
"3626",451,6,4,13.2,8.8,9,"2","4","4",5,"no",3.5,0,1,0,0,1,0
"3627",451,7,6,10.1,7.8,8,"0","0","3",8,"no",16,0,1,0,0,1,0
"3628",451,8,7,7.2,9.3,24,"2","2","3",10,"no",12,0,1,0,0,0,0
"3629",451,9,4,7.6,8.1,10,"0","0","0",11,"no",50,0,1,0,0,0,0
"3630",451,10,6,8.5,7.7,15,"4","1","0",4,"no",10,0,0,0,0,0,0
"3631",451,11,9,0,7.2,18,"3","3","0",2,"no",25,0,1,0,1,0,0
"3632",451,12,7,8.7,2.3,21,"2","0","0",12,"no",33,0,1,0,0,0,0
"3633",451,13,6,11.8,4.7,18,"1","0","0",7,"no",8,0,1,0,0,0,0
"3634",452,1,3,10.3,9.2,13,"3","3","4",9,"no",16,0,0,0,0,0,0
"3635",452,2,3,8.7,8.3,16,"0","2","0",2,"no",14,0,0,0,0,0,0
"3636",452,3,3,9.3,5.4,37,"2","4","0",10,"no",8,0,0,0,0,0,0
"3637",452,4,3,11.9,15.8,8,"1","0","0",1,"yes",1,0,1,0,0,0,0
"3638",452,5,3,6.7,10.2,10,"0","0","1",12,"no",20,0,0,0,0,0,0
"3639",452,6,3,7.2,9.3,201,"0","0","0",4,"no",33,0,1,0,0,0,0
"3640",452,7,3,7.6,7.3,29,"0","0","4",7,"no",8,0,1,0,0,0,0
"3641",452,8,3,9.1,7.8,206,"0","0","0",6,"no",50,0,1,0,0,0,0
"3642",452,9,3,10.8,6.9,22,"0","0","0",5,"no",20,0,1,0,0,0,0
"3643",452,10,3,10.7,13.2,114,"0","0","0",3,"no",33,1,0,0,0,0,0
"3644",452,11,3,5,10.7,8,"0","3","0",11,"no",33,0,1,0,0,0,0
"3645",453,1,3,11.3,6.1,30,"4","4","0",8,"no",20,0,1,0,0,0,0
"3646",453,2,3,13.4,12.4,23,"4","4","1",3,"no",7.5,0,0,0,0,0,0
"3647",453,3,3,8.7,12.3,81,"3","4","3",5,"no",5.5,0,0,0,0,0,0
"3648",453,4,3,10.3,8.1,37,"2","3","0",1,"yes",5.5,0,1,0,0,0,0
"3649",453,5,3,6.9,10.7,14,"2","1","4",2,"no",4.5,0,1,0,0,0,0
"3650",453,6,3,9.6,13,30,"3","4","4",6,"no",7,0,0,0,0,0,0
"3651",453,7,3,9.3,6.5,14,"2","1","0",4,"no",4,1,0,1,0,0,1
"3652",453,8,3,6.7,3.7,9,"2","1","0",7,"no",16,0,0,0,0,0,0
"3659",455,1,3,6.4,0,237,"0","0","4",5,"no",18,1,0,0,0,0,0
"3660",455,2,3,5.4,0,177,"0","0","4",12,"no",50,0,1,0,0,0,0
"3661",455,3,3,10.3,8.9,11,"3","0","0",10,"no",8,0,1,0,0,0,0
"3662",455,4,3,9.1,6.6,101,"4","1","0",8,"no",11,0,0,1,0,0,0
"3663",455,5,3,7.3,7,141,"0","3","0",1,"yes",16,0,1,0,0,0,1
"3664",455,6,3,10,13.4,17,"3","2","0",7,"no",2.75,0,0,0,0,0,0
"3665",455,7,3,7.4,10.2,9,"4","3","1",3,"no",3.5,0,1,0,0,0,0
"3666",455,8,3,10.3,8.2,37,"2","0","0",4,"no",5,0,0,0,0,0,0
"3667",455,9,3,7.8,6.4,23,"1","0","0",9,"no",14,0,1,0,0,1,0
"3668",455,10,3,10,8.2,21,"4","4","0",6,"no",12,0,0,0,0,0,0
"3669",455,11,3,7.2,0,21,"0","0","0",11,"no",14,0,0,0,0,0,0
"3670",456,1,8,9.1,8.2,16,"4","3","3",3,"no",7.5,0,1,0,1,0,0
"3671",456,2,5,10,8.2,18,"0","0","1",1,"yes",8.5,0,1,0,0,0,0
"3672",456,3,8,10.7,8.2,16,"0","1","2",8,"no",5,0,1,0,1,0,0
"3673",456,4,4,7.4,10.8,29,"0","0","0",13,"no",33,0,1,1,0,0,0
"3674",456,5,5,13.2,6.1,19,"1","0","4",10,"no",5.5,0,1,0,0,0,0
"3675",456,6,4,7.2,10.3,14,"0","2","0",4,"no",7,0,0,0,1,0,0
"3676",456,7,7,8.8,0,23,"4","0","1",12,"no",10,0,0,0,0,0,0
"3677",456,8,10,2.7,7.3,16,"0","0","1",6,"no",25,0,1,1,0,0,0
"3678",456,9,4,10.3,7.4,263,"0","0","2",7,"no",10,0,1,0,0,0,0
"3679",456,10,6,7.8,7.5,14,"0","0","0",5,"no",10,0,1,0,0,0,0
"3680",456,11,7,7.4,9.2,16,"3","0","0",2,"no",6,0,1,0,0,0,0
"3681",456,12,10,6.7,6.4,19,"0","0","0",11,"no",14,0,1,1,0,0,0
"3682",456,13,5,6,9.1,67,"0","2","0",9,"no",14,0,1,0,0,0,0
"3683",457,1,7,7.9,13.7,104,"0","0","4",8,"no",9,0,1,1,0,0,0
"3684",457,2,5,10.3,7.7,148,"0","3","1",2,"no",4.5,0,1,0,0,0,0
"3685",457,3,5,12.9,20.3,16,"1","1","2",7,"no",7,0,1,0,0,0,0
"3686",457,4,6,17.9,12.5,7,"2","1","1",3,"no",0.9,0,1,0,0,0,0
"3687",457,5,4,10.7,8.2,8,"3","2","3",5,"no",3.5,0,1,0,0,0,0
"3688",457,6,7,6.1,6.9,34,"0","2","0",4,"no",16,0,1,0,0,0,0
"3689",457,7,7,13.2,20,7,"0","3","0",6,"no",33,0,1,1,0,0,0
"3690",457,8,5,10,10.7,14,"3","4","3",1,"yes",8,0,1,0,0,0,0
"3691",458,1,9,17.9,11.7,55,"3","3","0",2,"no",2,0,1,0,0,0,0
"3692",458,2,6,7.1,7.5,16,"4","0","0",5,"no",6.5,0,1,0,0,0,0
"3693",458,3,5,8.7,8.4,11,"2","1","0",1,"yes",1.75,0,1,0,0,0,0
"3694",458,4,4,10.3,8.9,15,"3","1","4",3,"no",4,0,1,0,0,0,0
"3695",458,5,6,10.7,9.1,16,"0","0","0",4,"no",14,0,1,0,0,0,0
"3696",459,1,6,6.7,6.4,20,"0","0","1",9,"no",7,0,1,0,0,0,0
"3697",459,2,6,6.6,5.4,10,"3","0","1",8,"no",20,0,1,0,0,1,0
"3698",459,3,5,23.5,27.8,27,"4","3","0",11,"no",3,0,1,0,1,0,1
"3699",459,4,7,10.3,5.1,139,"0","0","3",5,"no",33,0,1,0,0,1,0
"3700",459,5,4,7.6,9.3,11,"0","2","4",1,"yes",3,0,1,0,0,0,0
"3701",459,6,5,10.2,8.9,56,"0","0","0",2,"no",8,0,1,0,0,0,0
"3702",459,7,10,9.1,5.2,55,"4","3","0",7,"no",5.5,0,1,0,0,1,0
"3703",459,8,5,8.7,8.6,18,"0","0","0",6,"no",18,0,1,0,0,0,0
"3704",459,9,6,10.1,6.3,25,"2","0","4",4,"no",7,0,1,0,0,1,0
"3705",459,10,6,13.2,19.7,76,"0","0","0",10,"no",8,0,1,0,0,1,0
"3706",459,11,10,12.9,7.4,11,"0","4","0",3,"no",20,0,1,0,0,0,0
"3714",461,1,3,14.8,12.5,136,"0","2","0",7,"no",6,1,0,0,0,0,0
"3715",461,2,3,8.2,7.7,16,"1","2","4",2,"no",4,1,0,0,0,0,0
"3716",461,3,3,17.9,12.4,12,"1","1","0",4,"no",3.5,0,1,0,0,0,0
"3717",461,4,3,10.8,6.6,24,"2","1","0",5,"no",10,0,0,0,0,0,0
"3718",461,5,3,9.6,10.8,10,"0","0","3",6,"no",20,1,0,0,0,0,0
"3719",461,6,3,10.4,9.3,24,"4","0","2",8,"no",10,1,0,0,0,0,0
"3720",461,7,3,12.9,15.8,19,"1","2","2",1,"yes",6,1,0,0,0,0,0
"3721",461,8,3,8.7,20.6,10,"1","4","2",3,"no",3.5,0,0,0,0,0,0
"3722",462,1,5,7.6,15,31,"3","1","0",2,"no",7,0,1,0,0,0,0
"3723",462,2,8,10.6,7,143,"0","3","1",7,"no",11,0,1,0,0,0,0
"3724",462,3,6,11.7,12.8,25,"2","1","3",6,"no",8,0,1,0,0,0,1
"3725",462,4,6,8,7.8,22,"4","1","0",3,"no",20,0,1,0,0,0,0
"3726",462,5,7,13.9,7.1,31,"4","4","0",1,"yes",8,0,1,1,0,0,0
"3727",462,6,8,10.1,5.4,28,"0","0","0",8,"no",25,0,1,0,0,0,0
"3728",462,7,5,10.3,11.4,12,"3","3","1",4,"no",4,0,1,0,0,0,0
"3729",462,8,11,13.2,19.5,8,"0","0","0",12,"no",25,0,1,0,0,0,0
"3730",462,9,6,10.4,5.8,13,"1","3","1",5,"no",7,0,1,0,1,0,0
"3731",462,10,4,8.2,7.8,22,"0","4","0",11,"no",33,0,1,0,0,0,0
"3732",462,11,6,8.5,9.1,15,"2","2","3",9,"no",4.5,0,1,0,0,0,0
"3733",462,12,6,9.6,4.7,42,"0","2","0",10,"no",10,0,1,0,0,0,0
"3734",463,1,7,8.3,10.1,10,"2","2","0",5,"no",3.5,0,1,0,0,0,0
"3735",463,2,6,11.9,8.3,15,"1","3","0",1,"yes",2.75,0,1,0,0,1,0
"3736",463,3,7,8.7,10.8,9,"1","1","4",3,"no",8,0,1,0,0,1,0
"3737",463,4,6,9.1,8.2,8,"0","3","1",6,"no",6.5,0,1,0,1,0,0
